,Date,PRICECATEGORY,Max of TOTALDEMAND,Time,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
130,2021-05-11,3,6578.07,18:30:00,10.7,16.3,15.8,2.8,0.1,S,41.0,4:50,12.2,100.0,8,SSW,9.0,1018.7,15.7,71,7.0,SE,17,1021.3
131,2021-05-12,3,6406.0,18:30:00,7.3,18.5,0.8,2.6,8.8,SSE,24.0,3:04,11.0,84.0,3,NNE,7.0,1024.8,17.9,52,1.0, ,0,1019.6
132,2021-05-13,1,6679.05,18:00:00,8.1,17.6,0.0,1.2,1.0,NNW,39.0,11:57,14.0,65.0,7,N,15.0,1012.5,13.1,90,8.0,NW,9,1011.1
133,2021-05-14,1,6493.23,18:00:00,7.8,15.6,4.2,2.4,4.5,W,35.0,11:04,11.5,71.0,3,NW,11.0,1014.5,13.5,67,3.0,WSW,6,1013.6
134,2021-05-15,2,6319.27,18:30:00,7.3,12.9,7.4,2.4,7.5,SSW,54.0,4:25,8.6,72.0,4,W,13.0,1018.1,11.9,59,6.0,SSW,11,1020.5
135,2021-05-16,1,6066.36,18:30:00,8.3,15.5,0.2,3.0,3.2,NW,35.0,14:15,10.3,67.0,6,N,11.0,1021.8,14.5,59,7.0,NW,11,1019.1
136,2021-05-17,3,6856.41,18:30:00,10.2,15.4,0.4,0.6,7.1,SW,30.0,1:39,11.8,85.0,2,WSW,9.0,1024.7,14.2,53,6.0,SSW,11,1025.4
137,2021-05-18,3,6809.87,18:30:00,10.0,16.0,0.0,1.8,0.7,NW,20.0,11:17,11.4,77.0,7,NE,9.0,1029.1,15.6,57,7.0,NNW,6,1026.5
138,2021-05-19,2,6450.43,18:30:00,9.8,18.5,0.0,3.6,6.7,N,39.0,14:45,12.5,70.0,2,N,15.0,1027.6,17.9,45,7.0,NNW,13,1024.3
139,2021-05-20,1,6763.11,18:30:00,12.0,17.0,0.0,4.0,0.2,N,37.0,1:01,12.7,62.0,7,N,17.0,1025.8,16.7,55,7.0,SW,4,1026.3
140,2021-05-21,0,6736.74,18:30:00,6.2,17.7,0.0,1.6,8.9,NNE,15.0,8:39,7.2,100.0,1,NNE,11.0,1031.9,16.4,44,1.0,SSW,7,1028.6
141,2021-05-22,3,6108.91,18:30:00,3.6,19.2,0.0,3.0,9.3,N,35.0,12:19,6.8,77.0,1,NNE,7.0,1027.0,18.9,36,0.0,N,13,1023.6
142,2021-05-23,2,5999.22,18:30:00,6.1,20.2,0.0,3.4,8.8,NNW,24.0,13:50,8.7,78.0,3,NNE,11.0,1027.4,20.1,42,3.0,NNE,13,1024.9
143,2021-05-24,0,6354.64,18:00:00,6.8,19.9,0.0,2.6,4.8,NE,31.0,12:40,10.7,73.0,7,NE,9.0,1027.4,18.4,47,6.0,N,13,1023.4
144,2021-05-25,0,6347.45,18:30:00,10.6,20.9,0.0,5.6,3.2,N,57.0,12:48,18.4,50.0,6,NNE,20.0,1015.3,15.5,76,8.0,N,22,1009.6
145,2021-05-26,2,6801.36,18:30:00,11.9,14.7,5.0,3.4,1.4,WNW,39.0,5:45,13.1,60.0,7,WNW,11.0,1016.9,13.9,53,7.0,W,11,1019.7
146,2021-05-27,2,6551.0,18:00:00,9.8,15.0,0.4,1.6,0.6,W,33.0,14:15,11.3,94.0,7,SSW,4.0,1025.9,14.2,73,7.0,WSW,11,1025.3
147,2021-05-28,1,6887.79,18:00:00,11.0,13.8,0.4,0.4,0.5,S,39.0,7:07,12.2,60.0,7,S,15.0,1031.8,12.7,59,7.0,S,11,1032.4
148,2021-05-29,1,6441.38,18:00:00,10.4,13.1,0.0,2.0,4.1,SSE,26.0,14:41,11.3,58.0,7,SSE,6.0,1034.2,12.7,55,5.0,S,13,1032.3
149,2021-05-30,3,6783.18,18:30:00,1.7,14.5,0.0,2.4,8.9,NNE,17.0,23:16,3.0,94.0,1,NNE,9.0,1031.5,14.1,48,5.3,NE,4,1015.8
150,2021-05-31,2,7042.12,18:30:00,3.0,16.1,0.0,2.2,9.1,NNE,31.0,15:39,5.7,76.0,0,NNE,11.0,1025.2,15.7,48,2.0,NNE,17,1021.6
151,2021-06-01,0,6945.56,18:00:00,5.7,15.7,0.0,4.0,1.3,N,39.0,11:32,9.2,60.0,8,NNE,13.0,1020.8,15.3,48,7.0,N,17,1019.4
152,2021-06-02,0,6564.7,18:00:00,9.2,19.6,0.0,3.2,7.7,NNW,33.0,13:14,12.4,63.0,1,N,9.0,1018.8,19.0,44,5.0,N,11,1015.2
153,2021-06-03,2,6421.12,18:00:00,10.4,16.9,0.2,3.4,7.5,N,24.0,1:09,12.2,93.0,2,NE,7.0,1015.1,16.7,62,5.0,SSW,9,1012.9
154,2021-06-04,3,6934.53,18:00:00,10.0,13.6,2.0,1.2,2.0,S,37.0,15:23,10.9,81.0,3,SW,7.0,1017.0,11.9,66,7.0,W,7,1018.5
155,2021-06-05,1,6484.85,18:00:00,3.8,12.9,0.0,1.4,3.5,N,52.0,14:43,6.7,74.0,7,N,11.0,1021.4,12.0,57,7.0,N,26,1017.6
156,2021-06-06,3,6192.29,18:00:00,6.7,14.7,0.0,2.6,4.2,N,39.0,12:17,11.0,81.0,7,N,17.0,1022.2,13.6,73,5.0,N,17,1019.9
157,2021-06-07,2,6614.71,18:00:00,10.7,17.2,0.0,1.0,2.6,N,59.0,14:39,12.5,73.0,7,N,22.0,1016.7,16.5,55,7.0,N,28,1009.3
158,2021-06-08,2,7228.52,18:00:00,9.3,13.2,3.0,4.8,2.3,N,48.0,0:39,9.3,89.0,7,NNE,9.0,1005.0,11.1,72,7.0,W,11,1004.8
159,2021-06-09,1,7224.91,18:00:00,7.8,14.7,4.0,1.6,0.5,S,67.0,23:47,9.7,83.0,7,SSW,4.0,1010.7,12.3,86,8.0,S,20,1008.8
160,2021-06-10,3,6516.17,18:00:00,9.7,15.1,12.0,3.6,0.3,S,67.0,0:33,14.5,78.0,8,SSE,30.0,1009.5,14.3,71,7.0,ESE,11,1009.8
161,2021-06-11,1,6784.83,18:00:00,6.8,15.0,0.4,0.4,1.3,WNW,22.0,23:37,7.9,100.0,7,N,6.0,1016.0,14.6,80,7.0,SSW,7,1013.7
162,2021-06-12,3,6062.58,18:30:00,7.4,16.5,9.4,0.4,1.0,WNW,33.0,12:32,12.7,85.0,7,WNW,7.0,1014.4,15.5,61,7.0,W,11,1014.0
163,2021-06-13,1,6112.1,18:30:00,10.9,15.9,0.0,1.4,0.7,NNW,17.0,10:49,11.7,86.0,7, ,0.0,1018.8,14.3,69,7.0,S,6,1016.8
164,2021-06-14,1,6366.51,18:00:00,9.7,16.4,0.0,1.4,1.6,ESE,15.0,16:16,11.0,89.0,7,NNE,7.0,1018.0,15.9,57,6.0,SSE,6,1015.5
165,2021-06-15,0,6927.87,18:00:00,7.0,15.6,0.0,0.8,0.0,N,24.0,17:27,8.5,89.0,7,NNE,7.0,1017.5,15.0,60,7.0,NNE,9,1014.5
166,2021-06-16,1,7031.11,18:30:00,8.3,16.0,1.8,2.2,2.9,NNW,41.0,12:56,11.5,88.0,7,NNE,13.0,1011.4,15.4,60,7.0,N,15,1008.1
167,2021-06-17,2,7286.57,18:00:00,7.8,12.9,0.8,1.0,2.6,N,20.0,7:03,9.4,83.0,7,N,9.0,1010.5,12.4,70,7.0,N,4,1008.8
168,2021-06-18,2,6838.24,18:00:00,6.1,13.2,1.6,1.8,0.1,SSW,26.0,13:15,9.4,100.0,7,S,2.0,1012.6,12.5,98,7.0,SSW,9,1014.4
169,2021-06-19,3,6263.41,18:30:00,9.1,16.2,2.2,1.6,4.0,SE,28.0,10:38,11.4,100.0,7,S,6.0,1024.5,13.4,86,6.0,SSW,13,1025.1
170,2021-06-20,3,6628.57,18:30:00,5.2,14.5,0.0,0.0,6.9,SE,20.0,10:40,9.1,100.0,1,E,4.0,1027.8,13.8,69,2.0, ,0,1025.4
171,2021-06-21,2,7247.87,08:30:00,3.9,15.4,0.2,0.4,9.1,N,26.0,12:22,6.3,94.0,1,NE,7.0,1028.7,14.6,51,1.0,N,15,1025.8
172,2021-06-22,2,7162.85,09:00:00,3.7,16.3,0.0,2.0,1.9,NNE,28.0,13:37,5.6,91.0,7,NNE,6.0,1029.6,14.4,56,7.0,NNE,13,1026.2
173,2021-06-23,2,7077.89,18:00:00,5.6,15.3,0.0,2.7,2.1,N,46.0,10:33,13.9,63.0,8,N,9.0,1019.4,14.8,67,7.0,N,17,1012.5
174,2021-06-24,2,6787.77,18:00:00,9.8,16.7,0.0,1.0,5.2,N,41.0,12:07,12.6,85.0,1,N,6.0,1007.2,15.3,54,7.0,N,17,1004.9
175,2021-06-25,2,6855.19,18:00:00,10.6,13.2,0.6,2.4,0.3,N,37.0,0:05,11.0,88.0,7,N,13.0,1010.3,12.6,94,7.0, ,0,1011.1
176,2021-06-26,2,6404.33,18:00:00,10.0,13.4,5.6,0.2,4.6,NNW,28.0,22:26,10.5,79.0,3,W,9.0,1019.9,12.4,56,3.0,WSW,9,1020.1
177,2021-06-27,2,6381.64,18:30:00,9.7,15.3,0.0,2.4,4.9,NNW,26.0,1:43,10.9,81.0,5,N,11.0,1025.9,13.6,75,5.0,SSW,9,1027.0
178,2021-06-28,2,7214.06,18:30:00,6.4,15.1,0.0,1.4,9.0,NNW,24.0,12:27,7.8,97.0,1,NNE,7.0,1032.8,14.6,53,1.0,NNE,9,1031.0
179,2021-06-29,1,6950.26,09:00:00,4.2,16.7,0.0,2.2,8.8,NNW,43.0,14:12,6.8,88.0,1,NE,2.0,1032.5,16.2,55,2.0,N,19,1029.4
180,2021-06-30,2,6648.79,18:30:00,5.5,16.9,0.0,1.2,6.8,N,39.0,14:04,11.3,79.0,1,NNE,9.0,1026.8,16.8,57,1.0,N,19,1022.6
181,2021-07-01,2,6752.13,18:30:00,10.5,17.2,0.0,1.4,8.9,NNW,35.0,12:17,12.3,86.0,1,N,11.0,1022.3,16.6,58,1.0,N,20,1019.1
182,2021-07-02,2,6851.32,18:00:00,9.7,14.5,0.2,2.8,1.7,N,43.0,15:02,12.7,83.0,6,N,9.0,1014.6,14.4,72,7.0,N,22,1010.4
183,2021-07-03,1,6972.85,18:00:00,6.6,10.6,6.6,2.8,4.5,N,43.0,13:45,7.9,75.0,5,N,19.0,1016.3,9.8,63,5.0,NNW,22,1014.9
184,2021-07-04,2,6849.08,18:30:00,6.5,13.1,0.2,1.2,3.5,NNW,46.0,14:32,7.7,79.0,3,N,20.0,1016.4,12.2,67,7.0,NW,17,1015.3
185,2021-07-05,2,7629.77,19:30:00,4.6,13.1,0.4,1.6,1.9,SSW,22.0,12:47,6.8,82.0,7,NE,9.0,1022.7,12.7,66,7.0,SW,7,1021.5
186,2021-07-06,3,7281.69,18:00:00,6.7,13.2,0.0,1.0,0.6,NW,20.0,3:16,8.7,74.0,7,N,9.0,1023.4,12.9,55,7.0,NNW,11,1022.2
187,2021-07-07,3,7349.58,18:00:00,6.8,13.1,0.0,0.8,2.2,,34.4,,7.8,74.0,6,NE,9.0,1026.0,12.0,49,7.0,NW,6,1023.8
188,2021-07-08,3,7685.69,18:30:00,11.1,19.4,1.6,1.8,8.3,,34.4,,13.7,74.5,2,,9.8,1017.7,12.0,55,6.0,NE,9,1019.4
189,2021-07-09,3,7536.11,09:00:00,2.0,12.0,1.6,1.0,9.0,NNE,15.0,10:29,4.6,92.0,4,NE,4.0,1017.9,11.0,67,2.0,SSW,7,1015.7
190,2021-07-10,3,6825.14,18:30:00,3.2,14.2,0.0,0.8,6.6,NE,15.0,10:33,5.0,100.0,7,NNE,6.0,1024.4,12.1,80,1.0,SSW,9,1024.4
191,2021-07-11,1,6511.44,18:30:00,5.0,16.1,0.0,0.8,5.7,N,43.0,13:34,6.5,100.0,3,NNE,13.0,1025.9,14.4,52,7.0,N,20,1022.2
192,2021-07-12,1,7095.0,18:30:00,5.9,16.1,0.0,3.0,5.1,N,50.0,12:55,11.4,71.0,7,N,13.0,1018.1,15.8,44,1.0,N,24,1013.6
193,2021-07-13,3,7174.57,18:00:00,8.9,14.4,0.4,2.4,2.4,N,37.0,11:20,10.7,84.0,7,N,11.0,1014.2,13.8,69,7.0,N,19,1011.7
194,2021-07-14,1,7175.95,18:30:00,9.8,13.9,2.2,3.0,0.5,N,44.0,5:56,10.3,84.0,7,N,13.0,1005.0,13.4,73,7.0,N,24,1000.8
195,2021-07-15,1,6715.55,18:30:00,10.0,17.1,3.0,1.6,7.0,N,43.0,12:40,12.3,84.0,5,N,17.0,1000.0,16.4,67,4.0,N,22,996.6
196,2021-07-16,0,6745.77,18:30:00,10.9,15.2,0.2,0.8,2.4,NNW,41.0,12:08,11.1,75.0,7,N,17.0,989.7,13.8,60,5.0,WNW,6,989.0
197,2021-07-17,1,6486.18,18:30:00,7.6,13.7,0.2,2.8,0.8,NNW,33.0,7:56,8.7,67.0,7,N,13.0,992.8,13.2,66,7.0,W,11,996.7
198,2021-07-18,1,6759.22,18:30:00,8.5,14.2,4.2,1.0,3.0,WNW,28.0,1:03,10.4,83.0,3,NW,9.0,1014.5,13.0,65,7.0,SW,7,1015.1
199,2021-07-19,3,7130.82,18:00:00,9.1,13.0,0.0,1.8,2.9,NNW,31.0,14:00,10.4,72.0,7,N,13.0,1016.2,12.2,72,7.0,N,11,1012.5
200,2021-07-20,2,7556.79,18:00:00,9.9,11.4,0.6,2.2,0.3,SW,54.0,17:18,10.8,80.0,7,N,13.0,1005.2,8.6,86,8.0,SSW,13,1007.4
201,2021-07-21,3,7391.37,18:30:00,6.5,13.6,10.8,1.6,2.8,WSW,31.0,0:37,8.9,80.0,7,W,6.0,1020.5,12.0,69,6.0,WSW,7,1019.0
202,2021-07-22,2,7536.62,18:30:00,5.1,11.8,0.6,2.6,0.1,NNW,46.0,14:11,7.8,88.0,7,N,17.0,1015.8,10.5,66,7.0,N,22,1010.7
203,2021-07-23,2,7329.83,18:30:00,7.8,11.3,0.0,0.6,1.5,N,31.0,1:36,8.2,80.0,7,N,7.0,1006.8,10.9,64,7.0,N,13,1003.6
204,2021-07-24,2,6492.94,18:00:00,7.5,14.4,0.0,1.4,3.4,NNW,48.0,14:46,9.5,78.0,7,N,19.0,998.2,13.9,53,5.0,NNW,19,995.3
205,2021-07-25,2,6817.65,18:30:00,5.8,13.0,0.8,3.6,7.2,NNW,48.0,14:35,8.1,60.0,1,NW,19.0,1003.6,12.5,47,7.0,NW,13,1004.8
206,2021-07-26,1,6763.92,18:30:00,8.1,16.4,0.0,1.0,2.9,NNW,43.0,10:41,12.4,75.0,7,N,13.0,1010.9,15.8,62,7.0,NNW,20,1009.7
207,2021-07-27,2,6646.82,18:30:00,10.1,17.1,0.0,3.4,4.3,N,67.0,21:40,11.1,67.0,2,N,19.0,1011.1,16.4,48,7.0,N,26,1003.7
208,2021-07-28,2,7125.58,18:30:00,11.1,16.8,0.0,5.4,4.7,NNW,50.0,5:28,14.3,70.0,6,N,13.0,998.2,12.0,65,7.0,WNW,11,998.4
209,2021-07-29,3,6990.16,18:30:00,6.7,15.4,0.8,3.4,7.8,NNW,41.0,14:41,8.7,67.0,6,NNW,19.0,1013.5,14.9,52,1.0,NNW,17,1013.5
210,2021-07-30,1,6684.48,18:30:00,8.0,14.9,0.0,2.6,6.4,N,61.0,22:32,9.9,59.0,1,NNE,19.0,1015.1,13.6,49,7.0,N,26,1011.0
211,2021-07-31,2,6018.75,18:30:00,9.9,18.1,0.0,7.0,6.3,N,54.0,1:23,13.1,54.0,1,N,20.0,1006.1,17.1,48,6.0,N,22,1002.0
212,2021-08-01,3,6526.06,18:30:00,8.0,15.7,18.0,6.8,9.0,NNW,30.0,12:08,11.1,72.0,1,NW,9.0,1010.6,14.6,42,3.0,W,9,1011.5
213,2021-08-02,1,6914.27,18:30:00,6.5,15.4,0.0,2.8,9.1,N,50.0,13:45,10.2,67.0,1,NNE,15.0,1016.2,15.2,43,3.0,NNW,24,1011.5
214,2021-08-03,1,7197.61,18:30:00,8.7,14.5,4.8,2.6,4.1,NNW,35.0,12:23,10.6,77.0,2,N,9.0,1008.1,13.3,53,6.0,WNW,15,1007.7
215,2021-08-04,2,6831.32,18:30:00,7.8,14.5,0.6,1.8,3.4,WSW,31.0,12:09,10.2,78.0,7,W,11.0,1016.0,14.3,67,7.0,W,9,1015.5
216,2021-08-05,1,6416.19,18:00:00,9.8,15.8,0.4,1.6,3.9,WNW,31.0,14:49,11.8,80.0,7,WNW,11.0,1021.7,15.2,63,7.0,W,15,1020.1
217,2021-08-06,2,6650.37,18:00:00,10.7,14.2,0.2,2.2,0.6,NNW,28.0,20:22,12.1,74.0,7,WNW,9.0,1024.5,13.9,60,8.0,NW,13,1023.1
218,2021-08-07,3,6419.69,18:30:00,10.5,15.5,0.0,1.6,2.4,NW,30.0,6:10,11.2,75.0,7,NW,11.0,1026.9,13.2,75,7.0,SSW,11,1026.4
219,2021-08-08,3,6477.76,18:30:00,5.8,16.4,0.6,1.2,5.5,N,17.0,8:51,7.2,100.0,1,N,11.0,1032.6,14.6,58,7.0,S,6,1029.3
220,2021-08-09,2,6675.69,18:30:00,7.1,16.4,0.0,2.8,2.7,N,30.0,13:56,9.1,82.0,7,NNE,9.0,1028.1,15.1,60,6.0,NNW,19,1023.3
221,2021-08-10,2,6234.67,18:30:00,9.1,17.7,0.0,2.4,8.1,N,52.0,11:11,12.4,77.0,6,N,19.0,1022.4,17.5,45,6.0,N,24,1017.9
222,2021-08-11,1,6687.69,18:30:00,12.4,19.2,0.0,7.0,3.6,NNW,54.0,13:44,14.4,47.0,5,N,28.0,1012.2,16.7,44,8.0,WNW,17,1009.8
223,2021-08-12,2,6537.7,18:30:00,8.1,16.6,2.8,4.4,4.7,NNW,31.0,10:24,10.6,71.0,7,N,11.0,1025.2,15.4,50,7.0,W,13,1024.3
224,2021-08-13,1,6300.74,19:00:00,8.1,17.6,0.0,1.2,10.1,NW,33.0,13:04,11.8,73.0,1,N,15.0,1026.9,17.1,44,3.0,W,9,1025.1
225,2021-08-14,2,6049.06,18:30:00,6.9,18.4,0.0,3.4,7.8,NNW,31.0,15:01,10.9,78.0,1,N,11.0,1028.7,17.3,41,6.0,WNW,13,1025.1
226,2021-08-15,1,5661.48,18:30:00,10.1,19.0,0.0,3.0,9.1,NNW,54.0,13:07,12.1,63.0,3,N,17.0,1024.1,18.3,31,2.0,W,22,1019.2
227,2021-08-16,1,6595.54,18:30:00,11.0,14.4,0.2,6.6,2.8,WNW,44.0,12:45,12.2,70.0,7,WNW,13.0,1022.8,14.2,62,7.0,WSW,17,1022.8
228,2021-08-17,3,6849.04,18:30:00,9.8,13.9,0.4,2.0,3.3,SSW,30.0,11:13,11.0,87.0,7,W,9.0,1025.5,12.7,79,7.0,S,15,1024.8
229,2021-08-18,3,6788.59,18:30:00,7.6,15.5,0.6,1.8,1.8,N,24.0,14:41,10.4,82.0,7,NW,9.0,1026.0,15.1,53,7.0,N,13,1021.9
230,2021-08-19,1,6344.8,19:00:00,8.2,17.4,0.0,2.6,8.3,N,31.0,15:18,11.6,72.0,5,N,13.0,1023.3,16.7,50,2.0,N,17,1019.3
231,2021-08-20,1,6331.48,19:00:00,8.7,17.3,0.8,3.6,3.2,N,50.0,14:27,11.3,80.0,6,NNE,11.0,1016.7,16.7,51,3.0,N,28,1012.1
232,2021-08-21,1,5705.47,19:00:00,10.6,20.0,1.0,3.6,10.2,NW,33.0,11:24,13.9,64.0,0,NNW,13.0,1015.3,18.9,44,4.0,NW,13,1013.8
233,2021-08-22,0,5325.33,19:00:00,11.3,22.2,0.0,4.0,10.6,N,57.0,14:54,14.6,62.0,1,N,20.0,1014.5,21.6,37,1.0,NNW,37,1007.8
234,2021-08-23,1,6708.96,18:30:00,10.8,14.3,0.8,7.0,5.4,NW,50.0,0:12,11.2,67.0,3,WSW,11.0,1011.1,11.7,54,5.0,WSW,9,1012.2
235,2021-08-24,1,6717.65,19:00:00,6.4,13.1,10.4,4.0,6.2,S,39.0,9:38,10.8,53.0,7,SSE,17.0,1021.5,11.7,55,6.0,S,17,1021.6
236,2021-08-25,3,6736.8,19:00:00,8.0,14.1,2.2,1.2,5.4,S,37.0,16:26,12.1,73.0,3,SSE,15.0,1023.3,13.4,59,6.0,SSW,17,1021.8
237,2021-08-26,3,7126.76,19:00:00,5.5,12.9,1.2,2.4,1.0,SE,31.0,12:54,9.2,82.0,7, ,0.0,1022.7,12.2,55,7.0,SSE,13,1020.3
238,2021-08-27,2,6769.89,19:00:00,4.6,13.6,0.0,1.2,3.8,SSW,15.0,12:18,7.7,88.0,7, ,0.0,1020.0,12.8,65,7.0,SSE,7,1017.4
239,2021-08-28,1,5716.32,19:00:00,5.3,17.8,0.0,1.6,9.6,N,39.0,13:14,9.1,80.0,1,N,7.0,1018.6,17.4,31,3.0,NNW,24,1013.5
240,2021-08-29,3,6227.89,19:00:00,9.1,16.2,0.6,6.4,4.3,NNE,33.0,1:50,10.6,79.0,7,N,13.0,1011.4,12.8,84,7.0,S,6,1010.4
241,2021-08-30,1,6072.91,18:30:00,6.4,17.6,4.0,1.4,7.4,NNW,50.0,14:04,11.1,70.0,7,N,15.0,1016.1,16.8,45,1.0,NNW,28,1013.2
242,2021-08-31,1,5779.56,19:00:00,11.0,20.1,0.0,5.8,3.6,N,61.0,16:29,13.5,53.0,7,N,17.0,1017.7,19.4,43,6.0,N,30,1012.2
